"Legendan mukaan, mitä Pandoran lippaaseen jäi jäljelle, kun se avautuessaan päästi maailmaan kuoleman, sairaudet ja muita pahuuksia?",Toivo
Gheorge Zamfir on romanialainen artisti jonka sanotaan olevan erään soittimen mestari. Mikä soitin on kyseessä?,panhuilu
"Mikä on pinta-alaltaan maailman suurin valtio, jolla ei ole merien kanssa rantaviivaa",Kazakstan
Miksi kutsutaan häiden 60. vuotispäivää?,Timanttihäiksi
Mille suurelle järvelle avautuu näkymä Kolilta?,Pieliselle
Ketkä legendan mukaan perustivat Rooman kaupungin?,Remus ja Romulus
"Minkä korttipelin termejä ovat kuppaaminen, leikkaaminen ja varastaminen?",Bridge
Kuka oli Väinämöisen vihollinen Kalevalan luomiskertomuksissa?,Joukahainen
Mikä oli vuoden 2017 tilatuin aikakauslehti tilaalehti.fi-sivuston mukaan?,Aku Ankka
Kenneth Cooper kehitti aikoinaan nimeään kantavan liikuntatestin. Mikä hän oli ammatiltaan?,Lääkäri
Monesko matkustaja Alien oli samannimisessä elokuvassa?,Kahdeksas
Mikä alkoholijuoma valmistetaan agave-kasvin käyneestä mehusta?,Tequila
Mikä on halkaisijaltaan Aurinkokunnan suurin kääpiöplaneetta?,Pluto
Paljonko on tiu?,20
Ketkä viettävät helmikuussa penkinpainajaisia?,Abit
"Jos alkoholijuoma juodaan ""on the rocks"", miten se juodaan?",Jäiden kanssa
Minkä ammmattiryhmän seura on Duodecim?,Lääkäreiden
Missä televisiosarjassa keskeisessä osassa on Laura Palmerin murhan tutkinta?,Twin Peaks
Mihin sotaan klassikkoelokuva Casablanca sijoittuu?,2. maailmansota
Millä nimellä kutsutaan Eufrat- ja Tigris-jokien välistä aluetta?,"Kaksoisvirranmaat, Mesopotamia"
Mikä on tällä hetkellä asukasmäärältään Suomen pienin kaupunki?,Kaskinen
Missä lajissa saatetaan pitää mailasta kynänvarsiotteella?,Pöytätennis
Kuka on vanhin Seitsemästä veljeksestä?,Juhani
Kuka on saavuttanut Suomen yleisurheilun viimeisimmän mitalin?,Tero Pitkämäki
"Minkä lääkkeen yksi lempinimistä on ""sininen timantti""?",Viagraa
Millä vuosikymmenellä Helsinki julistettiin Suomen pääkaupungiksi?,1800-luvulla
Millä tavalla ventrilokvisti viihdyttää yleisöään?,Vatsasta puhumalla
Kuka gangsteri järjesti Ystävänpäivän verilöylyn?,Al Capone
Kenen tunnetun suomalaisen kirjallisuushahmon Reijo Mäki on luonut?,Jussi Vares
Minkä horoskooppimerkin saavat 23.9.-22.10. välillä syntyneet lapset?,Vaaka (libra)
Mikä on tällä hetkellä Suomen suurin tornitalo?,Hotelli Torni Tampere
Kuinka monta kertaa Meryl Streep on ollut ehdolla Oscar -gaalassa? a) 9 b) 15 c) 21 d) 26,c) 21
Minä vuonna tämä laina (M/S Silja Europa) on tehnyt neitsytmatkansa?,1993
"Kuka julkaisi lokakuussa albumin “Jesus Is King”, jonka julkaisu viivästyi yli vuodella?",Kanye West
Mikä valtio sijtaisee Floridan ja Kuuban välissä?,Bahama
Minkä soittimen lähisukulaisia ovat spinetti ja virginaali?,Cembalon
"Minkä TV-sarjan pohjalta tehtiin elokuva ""Tuli kulje kanssani""",Twin peaks
"Missä kaupungissa Martin Luther King piti kuuluisan ""I have a dream""-puheensa?",Washington DC
Mitkä ovat  terminaattoristakin tutun Arnoldin sukunimen kolme ensimmäistä kirjainta?,SCH
Missä maassa naiset saivat ensimmäisenä äänioikeuden?,Uusi Seelanti
Minkä nimisen teoksen kirjoitti suomalainen kirjailija Sofi Oksanen vuonna 2019?,Koirapuisto
Mitä raaka-ainetta Bourbon viskissä pitää olla vähintään 51%?,Maissia
Mikä oli Uuno Turhapuron lopullinen sotilasarvo elokuvassa Uuno Turhapuro armeijan leivissä?,Majuri
Kenen taiteilijan töitä on varastettu eniten?,Pablo Picasso
Mikä on vatikaanin valtiomuoto?,Teokratia
Mikä on vuonna 2019 ilmestyneen Joker elokuvan pääosan näyttelijän nimi?,Joaquin Phoenix
Mikä on maailman vanhin yliopisto? // What is the oldest university in the world?,Bolognan yliopisto
Mistä sarjakuvasta kapteeni Haddock on tuttu? // From which comic Captain Haddock is from?,Tintin seikkailut / Tintti
Mikä eläin on korsikanritari? // What kind of animal is Corsican swallowtail?,Perhonen
Minkä maan internet-maatunnus on .cz? // Which country's country code top-level domain is .cz?,Tsekki
"Mikä ruoka tunnetaan siitä, ettei se oikeastaan vanhene koskaan? // Which food is known for being only edible food not going bad?",Hunaja
Kuinka monta hammasta on aikuisella ihmisellä? // How many teeth does an adult human have?,32
"Mikä on ""manttaali""?","Vanha Ruotsin valtakunnan aikainen veroyksikkö, tarkoittaa yhtä normaalikokoista tilaa maata. Oli Käytössä suomessa 1800 luvulle asti"
Missä valtiossa on viimeisimpänä ollut käytössä tsaarin arvonimi?,Bulgariassa
"1920-luvulla vierasperäiselle fysiikan sanalle kvantumi, tai myöhemmin kvantti, ehdotettiin suomenkielistä vastinetta. Mikä oli tämä sana?",Erkale
Mikä oli vanha suomalainen termi fysiikassa käytetylle energian käsitteelle?,Tarmo
What country has won the Rugby World Cup the most times?,New Zealand
"What artist has a world tour names the Eras Tour, running from March 2023 - November 2024",Taylor Swift
